date,pm25,pm10,o3,no2,so2,co,psi,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year_month,year
2016-06-20,46.0,17.0,15.0,21.0,5.0,4.0,52.0,0.0,28.8,32.1,25.8,5.4,28.1,2016-06,2016
2016-06-21,49.0,22.0,5.0,22.0,6.0,4.0,55.0,0.2,29.1,32.2,26.9,3.6,22.0,2016-06,2016
2016-06-22,55.0,19.0,14.0,7.0,4.0,2.0,49.0,3.8,27.0,31.8,24.5,4.7,30.2,2016-06,2016
2016-06-28,45.0,23.0,22.0,16.0,10.0,3.0,52.0,0.0,30.2,34.2,27.4,6.1,27.4,2016-06,2016
2016-06-29,53.0,25.0,22.0,18.0,8.0,3.0,55.0,0.0,31.0,34.5,28.0,5.8,24.8,2016-06,2016
2016-06-30,58.0,26.0,25.0,12.0,4.0,3.0,57.0,0.0,30.5,34.1,28.2,7.2,23.8,2016-06,2016
2016-01-18,54.0,21.0,9.0,12.0,3.0,2.0,52.0,11.2,27.8,34.0,25.2,4.7,26.6,2016-01,2016
2016-01-19,55.0,20.0,11.0,12.0,2.0,2.0,48.0,1.2,27.9,30.8,25.9,5.8,30.6,2016-01,2016
2016-01-21,41.0,19.0,7.0,12.0,1.0,2.0,48.0,0.6,27.8,30.4,26.5,6.5,27.4,2016-01,2016
2016-01-28,46.0,20.0,9.0,12.0,5.0,3.0,48.0,0.0,28.1,32.8,25.7,6.5,28.1,2016-01,2016
2016-02-02,36.0,19.0,15.0,7.0,4.546296296296297,2.0,47.0,5.8,27.5,31.1,24.7,6.5,34.6,2016-02,2016
2016-02-14,44.0,18.0,15.0,6.0,2.0,2.0,47.0,16.0,27.8,32.4,24.5,5.8,41.0,2016-02,2016
2016-02-17,61.0,29.0,17.0,9.0,4.546296296296297,2.0,54.0,0.0,27.7,31.1,25.1,8.6,38.2,2016-02,2016
2016-02-20,45.0,22.0,17.0,8.0,4.546296296296297,3.0,51.0,0.6,26.1,28.7,24.3,5.8,30.2,2016-02,2016
2016-02-21,48.0,24.0,17.0,8.0,2.0,3.0,49.0,0.0,27.1,30.7,24.5,7.6,34.9,2016-02,2016
2016-02-22,44.0,23.0,12.0,8.0,3.0,3.0,50.0,0.0,27.6,31.9,24.9,7.9,35.3,2016-02,2016
2016-02-23,52.0,21.0,6.0,13.0,2.0,5.0,47.0,0.0,27.7,31.3,25.4,8.3,34.2,2016-02,2016
2016-02-24,41.0,18.0,15.0,9.0,2.0,3.0,46.0,8.8,25.7,29.6,23.4,6.5,29.5,2016-02,2016
2016-02-26,51.0,25.0,16.0,8.0,3.0,2.0,49.0,0.0,27.8,31.7,25.3,9.4,41.8,2016-02,2016
2016-02-28,43.0,24.0,13.0,7.0,2.0,1.0,50.0,0.0,28.1,31.9,25.8,9.7,36.0,2016-02,2016
2016-03-03,52.0,25.0,9.0,10.0,2.0,2.0,47.0,0.0,27.9,31.9,25.9,10.1,40.0,2016-03,2016
2016-03-07,48.0,21.0,9.0,14.0,2.0,4.0,51.0,2.4,27.9,31.0,26.1,7.2,31.3,2016-03,2016
2016-03-09,42.0,20.0,15.0,18.0,3.0,2.0,50.0,0.0,29.0,33.9,26.1,7.2,26.3,2016-03,2016
2016-03-10,57.0,21.0,18.0,10.0,1.0,3.0,48.0,3.2,28.2,33.2,26.2,5.8,28.1,2016-03,2016
2016-03-11,47.0,18.0,15.0,11.0,1.0,3.0,47.0,0.0,28.9,34.0,26.3,6.8,36.7,2016-03,2016
2016-03-12,46.0,20.0,14.0,12.0,4.546296296296297,3.0,47.0,0.0,28.8,32.8,25.8,7.6,35.3,2016-03,2016
2016-03-13,50.0,21.0,18.0,9.0,1.0,4.0,54.0,11.6,27.8,33.1,24.3,6.1,34.6,2016-03,2016
2016-03-14,55.0,22.0,17.0,6.0,1.0,3.0,54.0,0.4,28.7,33.8,26.2,6.5,28.8,2016-03,2016
2016-03-15,59.0,22.0,23.0,14.0,1.0,6.0,54.0,0.0,28.7,33.4,26.1,6.8,31.3,2016-03,2016
2016-03-16,54.0,22.0,26.0,12.0,1.0,2.0,57.0,0.0,28.4,34.3,25.3,6.1,23.0,2016-03,2016
2016-03-17,61.0,24.0,28.0,12.0,1.0,2.0,59.0,0.0,28.7,34.5,25.6,6.5,29.9,2016-03,2016
2016-03-18,65.0,28.0,33.0,12.0,2.0,2.0,60.0,0.0,28.6,33.8,25.8,6.5,25.9,2016-03,2016
2016-03-19,69.0,28.0,27.0,13.0,1.0,2.0,61.0,0.0,28.6,33.0,25.5,7.2,27.4,2016-03,2016
2016-03-20,75.0,30.0,28.0,19.0,1.0,2.0,61.0,5.0,28.3,32.9,26.1,5.8,22.7,2016-03,2016
2016-03-21,67.0,29.0,23.0,22.0,1.0,3.0,59.0,10.8,28.4,34.7,26.0,5.0,28.8,2016-03,2016
2016-03-22,69.0,29.0,30.0,19.0,2.0,3.0,62.0,0.0,28.4,32.7,26.7,5.4,31.7,2016-03,2016
2016-03-23,70.0,24.0,32.0,10.0,2.0,3.0,59.0,0.0,29.1,33.9,26.2,5.4,24.5,2016-03,2016
2015-10-29,42.0,20.0,18.0,16.0,4.0,5.0,53.0,0.0,28.4,33.1,25.0,6.0,29.2,2015-10,2015
2015-10-31,49.0,25.0,36.0,17.0,3.0,6.0,60.0,0.4,27.2,31.0,25.4,4.0,18.4,2015-10,2015
2015-11-01,63.0,25.0,21.0,19.0,3.0,5.0,55.0,2.0,27.3,33.5,25.3,3.5,27.4,2015-11,2015
2015-11-02,52.0,21.0,12.0,21.0,3.0,5.0,57.0,5.4,26.9,33.1,25.2,4.2,29.5,2015-11,2015
2015-11-18,58.0,19.0,14.0,17.0,4.0,4.0,51.0,0.0,28.4,32.5,25.5,6.0,31.3,2015-11,2015
2015-11-28,45.0,22.0,22.0,15.0,3.0,3.0,48.0,12.4,28.3,33.3,25.5,4.5,32.4,2015-11,2015
2015-11-29,52.0,18.0,17.0,18.0,11.0,3.0,49.0,1.6,28.4,33.1,24.5,5.5,28.4,2015-11,2015
2015-12-03,40.0,21.0,17.0,17.0,2.0,3.0,53.0,0.2,28.1,32.4,25.4,5.1,27.4,2015-12,2015
2015-12-07,30.0,18.0,12.0,14.0,2.0,4.0,49.0,0.0,28.2,32.4,24.9,6.7,32.0,2015-12,2015
2015-12-10,42.0,19.0,10.0,16.0,2.0,7.0,49.0,3.6,27.5,33.0,24.3,4.7,28.4,2015-12,2015
2015-12-14,35.0,20.0,11.0,15.0,2.0,5.0,54.0,1.8,26.8,32.1,24.1,4.1,31.7,2015-12,2015
2015-12-15,56.0,22.0,17.0,15.0,2.0,5.0,51.0,0.0,27.0,29.5,25.0,5.0,22.0,2015-12,2015
2015-12-16,52.0,26.0,20.0,14.0,2.0,6.0,55.0,3.4,27.5,30.4,25.3,4.8,28.4,2015-12,2015
2015-12-18,70.0,34.0,25.0,13.0,3.0,6.0,59.0,4.0,27.1,30.1,24.8,7.2,41.4,2015-12,2015
2015-12-19,63.0,28.0,34.0,8.0,2.0,6.0,59.0,0.0,28.1,32.5,25.3,7.1,28.4,2015-12,2015
2015-12-20,64.0,24.0,30.0,12.0,2.0,5.0,54.0,0.0,27.924672639558924,31.916264645072363,25.24879393521709,4.7,19.4,2015-12,2015
2015-12-22,68.0,29.0,28.0,17.0,5.0,4.0,60.0,0.0,29.2,33.8,26.1,4.5,24.8,2015-12,2015
2015-12-23,68.0,23.0,9.0,18.0,3.0,5.0,49.0,1.8,28.3,33.0,23.6,5.7,43.6,2015-12,2015
2016-01-01,23.0,24.86731167933656,17.89288182446441,14.28754266211604,4.546296296296297,4.4577714691270405,56.06187050359712,6.4,26.8,28.7,24.8,6.1,33.1,2016-01,2016
2015-07-16,41.0,20.0,13.0,14.0,4.0,6.0,50.0,0.0,29.4,32.4,27.8,8.0,31.7,2015-07,2015
2015-07-17,43.0,21.0,15.0,14.0,3.0,8.0,49.0,2.6,28.7,31.9,25.9,7.7,29.2,2015-07,2015
2015-07-18,44.0,21.0,17.0,11.0,2.0,7.0,52.0,0.4,29.4,32.7,22.4,9.0,35.3,2015-07,2015
2015-07-20,38.0,20.0,15.0,12.0,3.0,2.0,47.0,0.0,29.4,33.0,27.5,8.0,32.4,2015-07,2015
2015-07-21,40.0,19.0,14.0,15.0,3.0,2.0,46.0,0.0,29.6,32.8,27.8,7.5,30.2,2015-07,2015
2015-07-22,41.0,20.0,15.0,15.0,2.0,2.0,51.0,0.0,29.7,33.8,27.2,9.9,32.8,2015-07,2015
2015-07-23,40.0,19.0,11.0,14.0,2.0,3.0,49.0,0.0,29.4,32.5,27.6,8.6,30.6,2015-07,2015
2015-07-24,41.0,20.0,14.0,13.0,3.0,3.0,48.0,0.0,29.0,33.7,26.9,7.3,30.6,2015-07,2015
2015-07-25,46.0,22.0,19.0,12.0,4.0,3.0,55.0,0.0,29.5,33.4,25.6,6.8,34.6,2015-07,2015
2015-07-27,51.0,19.0,12.0,14.0,7.0,3.0,57.0,0.0,28.8,31.8,26.1,6.7,29.2,2015-07,2015
2015-07-30,38.0,16.0,12.0,9.0,2.0,2.0,47.0,0.0,29.2,32.2,27.6,7.2,31.7,2015-07,2015
2015-07-31,52.0,20.0,11.0,16.0,3.0,4.0,57.0,1.2,27.1,32.2,24.8,5.0,31.7,2015-07,2015
2015-08-01,53.0,25.0,12.0,17.0,4.0,5.0,55.0,1.0,26.6,30.6,23.4,5.7,26.3,2015-08,2015
2015-08-02,40.0,20.0,13.0,12.0,5.0,3.0,47.0,0.0,28.8,32.9,25.7,6.1,28.1,2015-08,2015
2015-08-04,47.0,18.0,15.0,18.0,4.0,5.0,50.0,11.2,27.0,30.5,23.4,4.4,20.5,2015-08,2015
2015-08-05,54.0,20.0,17.0,17.0,6.0,5.0,55.0,0.0,28.7,31.8,26.5,5.5,24.1,2015-08,2015
2015-08-06,49.0,21.0,11.0,18.0,3.0,4.0,54.0,5.0,26.9,30.2,24.6,5.5,29.2,2015-08,2015
2015-08-07,52.0,22.0,10.0,18.0,3.0,5.0,56.0,5.4,26.9,30.0,24.9,4.6,22.0,2015-08,2015
2015-08-08,56.0,22.0,16.0,17.0,3.0,5.0,56.0,11.2,27.8,30.9,24.5,5.2,28.4,2015-08,2015
2015-08-09,46.0,21.0,20.0,12.0,5.0,4.0,46.0,6.6,27.2,30.6,22.6,6.6,37.1,2015-08,2015
2015-08-10,61.0,26.0,21.0,9.0,3.0,3.0,60.0,0.0,28.9,31.4,26.9,8.8,36.0,2015-08,2015
2015-08-11,54.0,28.0,13.0,11.0,3.0,4.0,56.0,2.0,28.2,32.0,26.6,6.5,37.8,2015-08,2015
2015-08-13,57.0,25.0,16.0,15.0,7.0,6.0,57.0,0.0,28.2,32.2,25.4,6.4,36.7,2015-08,2015
2015-08-14,53.0,21.0,14.0,13.0,4.0,4.0,55.0,0.0,29.3,33.6,26.6,7.1,24.1,2015-08,2015
2015-08-15,49.0,22.0,17.0,10.0,4.0,6.0,53.0,0.0,29.2,33.2,27.1,9.3,31.3,2015-08,2015
2015-08-16,47.0,24.0,16.0,8.0,3.0,8.0,52.0,0.0,28.9,32.1,27.1,8.5,43.6,2015-08,2015
2015-08-17,50.0,24.0,13.0,10.0,4.0,5.0,55.0,0.8,28.7,31.5,26.4,7.4,31.3,2015-08,2015
2015-08-18,54.0,26.0,27.0,10.0,3.0,2.0,57.0,0.0,29.1,33.0,26.8,8.3,27.7,2015-08,2015
2015-08-30,60.0,35.0,15.0,7.0,2.0,1.0,57.0,0.0,29.3,32.9,27.5,8.3,31.3,2015-08,2015
2015-04-04,74.0,26.0,11.0,21.0,5.0,2.0,55.0,3.4,28.4,33.8,25.3,4.5,32.0,2015-04,2015
2015-04-06,72.0,29.0,14.0,14.0,6.0,2.0,52.0,1.0,28.3,32.9,26.1,5.0,28.8,2015-04,2015
2015-04-08,36.0,18.0,16.0,9.0,2.0,2.0,46.0,0.0,29.0,34.1,26.4,7.0,32.4,2015-04,2015
2015-04-12,45.0,22.0,30.0,14.0,2.0,2.0,55.0,0.2,27.8,34.1,25.4,4.7,31.3,2015-04,2015
2015-04-13,56.0,24.0,24.0,12.0,2.0,2.0,48.0,0.0,28.9,33.6,25.7,6.0,27.0,2015-04,2015
2015-04-16,31.0,21.0,20.0,10.0,3.0,2.0,52.0,0.0,29.4,33.2,26.3,8.0,32.4,2015-04,2015
2015-04-17,51.0,24.0,31.0,18.0,4.0,2.0,59.0,0.0,29.4,33.5,26.4,7.2,30.6,2015-04,2015
2015-04-22,64.0,27.0,15.0,16.0,7.0,5.0,57.0,5.6,27.9,33.7,24.8,4.5,20.5,2015-04,2015
2015-04-23,63.0,30.0,15.0,15.0,10.0,6.0,54.0,2.8,27.9,34.0,25.7,4.0,20.9,2015-04,2015
2015-04-26,39.0,18.0,11.0,13.0,2.0,2.0,53.0,2.2,27.5,31.7,24.7,5.1,28.8,2015-04,2015
2015-04-27,51.0,28.0,10.0,15.0,3.0,4.0,55.0,11.4,27.3,32.1,23.6,3.9,35.6,2015-04,2015
2015-04-29,55.0,22.0,17.0,15.0,2.0,3.0,54.0,0.0,28.2,33.0,24.9,3.8,23.4,2015-04,2015
2015-04-30,57.0,25.0,30.0,16.0,3.0,5.0,57.0,3.0,27.2,32.9,25.1,4.6,36.0,2015-04,2015
2015-05-01,62.0,24.0,11.0,15.0,5.0,5.0,53.0,0.0,27.6,32.1,25.4,3.3,24.1,2015-05,2015
2015-05-06,75.0,28.0,5.0,12.0,10.0,3.0,51.0,0.0,28.8,33.6,26.2,4.5,27.7,2015-05,2015
2015-05-07,45.0,20.0,8.0,10.0,5.0,3.0,51.0,13.2,28.7,32.8,25.4,5.4,22.0,2015-05,2015
2015-05-12,40.0,16.0,13.0,9.0,4.0,3.0,52.0,0.0,29.5,33.8,27.8,7.4,29.9,2015-05,2015
2015-05-14,35.0,23.0,5.0,19.0,3.0,7.0,58.0,17.4,28.5,34.2,24.1,5.3,38.2,2015-05,2015
2015-05-17,30.0,19.0,7.0,13.0,3.0,4.0,55.0,0.0,28.7,33.5,26.1,4.4,25.9,2015-05,2015
2015-05-20,35.0,24.0,15.0,6.0,4.0,6.0,57.0,0.6,28.6,32.3,26.0,5.5,27.0,2015-05,2015
2015-05-21,57.0,21.0,11.0,9.0,4.0,2.0,54.0,0.0,29.0,33.0,26.0,5.9,27.7,2015-05,2015
2015-05-22,48.0,21.0,6.0,12.0,5.0,3.0,53.0,0.0,29.0,32.1,27.3,5.6,31.7,2015-05,2015
2015-05-23,54.0,23.0,17.0,9.0,12.0,4.0,49.0,12.8,26.7,28.4,24.7,4.1,21.2,2015-05,2015
2015-05-24,47.0,17.0,8.0,8.0,6.0,3.0,48.0,0.0,28.7,33.3,25.9,4.6,21.2,2015-05,2015
2015-05-25,40.0,16.0,13.0,9.0,4.0,3.0,52.0,1.6,28.4,32.6,26.3,4.2,28.1,2015-05,2015
2015-05-26,44.0,24.0,10.0,10.0,2.0,5.0,51.0,12.0,28.2,32.9,24.8,5.1,30.2,2015-05,2015
2015-05-27,48.0,19.0,14.0,10.0,4.0,5.0,46.0,0.0,28.1,32.2,24.8,5.3,30.6,2015-05,2015
2015-05-31,34.0,21.0,20.0,14.0,4.0,4.0,53.0,0.0,29.5,33.4,27.4,5.9,31.7,2015-05,2015
2015-06-01,48.0,17.0,15.0,13.0,5.0,3.0,50.0,0.0,29.4,34.2,26.3,5.2,25.6,2015-06,2015
2015-06-02,41.0,19.0,20.0,17.0,5.0,4.0,52.0,0.0,29.4,34.9,26.4,6.4,30.6,2015-06,2015
2015-06-04,37.0,20.0,13.0,17.0,3.0,3.0,51.0,0.8,29.2,32.8,27.2,6.6,28.8,2015-06,2015
2015-06-05,43.0,20.0,4.0,21.0,4.546296296296297,4.4577714691270405,57.0,0.0,29.1,33.4,26.2,4.0,24.8,2015-06,2015
2015-06-08,38.0,22.0,7.0,20.0,5.0,5.0,55.0,0.8,28.1,31.2,25.6,4.3,23.8,2015-06,2015
2015-06-14,35.0,15.0,7.0,16.0,5.0,2.0,46.0,6.8,26.4,27.9,23.8,5.8,35.6,2015-06,2015
2015-06-15,44.0,22.0,10.0,19.0,4.0,2.0,52.0,0.0,27.9,31.0,25.4,4.5,27.4,2015-06,2015
2015-06-16,52.0,25.0,12.0,22.0,4.0,2.0,56.06187050359712,4.4,27.0,29.6,22.9,4.3,37.8,2015-06,2015
2015-06-17,57.0,23.0,18.0,18.0,3.0,2.0,56.06187050359712,0.4,27.9,30.7,26.4,4.7,25.2,2015-06,2015
2015-06-18,55.0,20.0,13.0,13.0,3.0,2.0,56.06187050359712,0.0,29.4,33.5,26.6,6.2,24.8,2015-06,2015
2015-06-19,42.0,17.0,12.0,12.0,2.0,2.0,56.06187050359712,0.0,29.3,31.8,27.6,7.2,27.4,2015-06,2015
2015-06-20,31.0,18.0,13.0,12.0,3.0,4.4577714691270405,56.06187050359712,0.0,29.8,32.6,27.9,7.0,30.6,2015-06,2015
2015-01-02,48.0,30.0,25.0,8.0,2.0,2.0,55.0,0.0,26.5,29.3,24.2,8.6,35.6,2015-01,2015
2015-01-15,29.0,20.0,24.0,8.0,2.0,2.0,48.0,0.0,27.1,31.4,24.8,9.2,32.8,2015-01,2015
2015-01-16,42.0,22.0,30.0,6.0,3.0,2.0,52.0,0.0,26.8,31.2,24.1,8.0,32.8,2015-01,2015
2015-01-18,41.0,27.0,28.0,9.0,3.0,2.0,53.0,0.0,26.3,30.6,23.6,9.0,34.2,2015-01,2015
2015-01-19,45.0,30.0,27.0,7.0,3.0,2.0,56.0,0.0,26.4,30.8,23.9,9.3,37.1,2015-01,2015
2015-01-20,55.0,34.0,21.0,11.0,3.0,3.0,58.0,0.0,26.4,30.4,23.8,8.8,34.9,2015-01,2015
2015-01-22,74.0,34.0,25.0,10.0,4.0,2.0,54.0,0.0,26.4,29.8,24.2,9.0,36.0,2015-01,2015
2015-01-23,52.0,31.0,29.0,7.0,4.0,2.0,58.0,0.0,26.0,29.6,23.7,9.2,35.6,2015-01,2015
2015-01-26,70.0,32.0,24.0,9.0,5.0,2.0,56.0,0.0,26.5,31.1,24.2,8.3,32.0,2015-01,2015
2015-01-27,62.0,25.0,20.0,11.0,5.0,2.0,51.0,0.0,26.8,31.7,23.8,7.8,32.4,2015-01,2015
2015-02-01,35.0,22.0,18.0,12.0,5.0,1.0,50.0,0.0,26.1,30.8,23.2,8.4,39.2,2015-02,2015
2015-02-02,36.0,23.0,19.0,6.0,4.0,1.0,48.0,0.6,25.9,28.6,23.9,7.3,37.4,2015-02,2015
2015-02-06,37.0,23.0,29.0,13.0,3.0,2.0,49.0,7.0,25.4,29.0,23.1,8.5,42.5,2015-02,2015
2015-02-07,41.0,28.0,31.0,10.0,4.0,3.0,55.0,0.0,26.1,29.8,24.0,9.4,36.7,2015-02,2015
2015-02-08,53.0,28.0,30.0,9.0,4.0,3.0,54.0,0.0,26.1,30.0,23.8,9.3,38.9,2015-02,2015
2015-02-10,47.0,24.86731167933656,17.89288182446441,14.28754266211604,4.546296296296297,4.4577714691270405,60.0,0.0,27.924672639558924,31.916264645072363,25.24879393521709,5.893737095664142,30.50943526170799,2015-02,2015
2015-02-11,64.0,24.86731167933656,17.89288182446441,14.28754266211604,4.546296296296297,4.4577714691270405,61.0,0.0,27.924672639558924,31.916264645072363,25.24879393521709,5.893737095664142,30.50943526170799,2015-02,2015
2015-02-13,65.0,24.86731167933656,17.89288182446441,14.28754266211604,4.546296296296297,4.4577714691270405,60.0,0.0,27.924672639558924,31.916264645072363,25.24879393521709,7.2,30.50943526170799,2015-02,2015
2015-02-14,59.0,29.0,36.0,11.0,4.0,2.0,60.0,0.0,26.3,30.2,23.3,8.0,31.7,2015-02,2015
2015-02-15,59.0,27.0,30.0,11.0,4.0,2.0,57.0,0.0,26.8,31.8,23.4,7.8,28.1,2015-02,2015
2015-02-16,56.0,28.0,23.0,11.0,4.0,2.0,52.0,0.0,27.1,32.4,24.0,9.0,35.3,2015-02,2015
2015-02-20,39.0,20.0,25.0,8.0,2.0,1.0,47.0,0.0,27.2,31.7,24.7,8.2,31.3,2015-02,2015
2015-02-24,49.0,20.0,23.0,13.0,3.0,2.0,49.0,0.0,26.8,30.2,24.4,7.2,38.2,2015-02,2015
2015-02-25,49.0,22.0,21.0,11.0,3.0,2.0,50.0,0.0,27.2,32.6,24.0,7.1,32.0,2015-02,2015
2015-02-26,48.0,22.0,23.0,11.0,3.0,2.0,51.0,0.0,27.2,31.4,24.3,7.2,28.1,2015-02,2015
2015-03-01,39.0,18.0,16.0,14.0,2.0,1.0,46.0,0.0,28.0,32.8,24.8,8.4,35.3,2015-03,2015
2015-03-02,41.0,20.0,18.0,14.0,3.0,2.0,54.0,0.0,27.5,33.2,24.7,7.4,34.6,2015-03,2015
2015-03-03,43.0,25.0,26.0,19.0,4.0,3.0,54.0,0.0,28.0,32.9,25.6,6.9,30.2,2015-03,2015
2015-03-05,65.0,30.0,28.0,18.0,4.0,2.0,61.0,0.0,27.6,33.6,24.4,6.4,33.5,2015-03,2015
2015-03-06,65.0,27.0,22.0,12.0,4.0,2.0,48.0,0.0,27.5,33.2,24.3,5.8,24.8,2015-03,2015
2015-03-12,48.0,25.0,26.0,15.0,3.0,2.0,46.0,0.0,26.9,30.9,24.7,6.8,32.8,2015-03,2015
2015-03-15,36.0,20.0,26.0,17.0,8.0,3.0,53.0,0.4,27.3,31.1,25.1,6.8,25.9,2015-03,2015
2015-03-16,51.0,24.0,28.0,12.0,3.0,2.0,57.0,7.8,27.2,33.3,24.9,5.2,30.6,2015-03,2015
2015-03-17,53.0,24.0,34.0,10.0,2.0,2.0,58.0,2.0,27.8,33.4,25.3,6.4,22.3,2015-03,2015
2015-03-18,56.0,26.0,30.0,14.0,3.0,3.0,59.0,0.0,28.1,33.4,25.5,6.6,25.9,2015-03,2015
2015-03-23,71.0,29.0,26.0,12.0,2.0,2.0,58.0,0.0,28.0,34.7,24.8,6.6,30.2,2015-03,2015
2015-03-24,63.0,25.0,20.0,10.0,3.0,2.0,50.0,0.0,27.8,31.1,25.7,6.7,27.4,2015-03,2015
2015-03-25,49.0,23.0,18.0,10.0,3.0,2.0,51.0,0.0,28.5,32.6,26.2,8.8,36.4,2015-03,2015
2015-03-26,55.0,25.0,19.0,11.0,3.0,1.0,50.0,0.0,28.4,32.7,26.0,8.9,37.1,2015-03,2015
2015-03-30,43.0,24.0,19.0,13.0,2.0,2.0,54.0,0.0,28.5,33.5,25.3,6.9,31.3,2015-03,2015
2018-12-31,54.023093072078375,16.0,29.0,14.28754266211604,1.0,4.0,56.06187050359712,5.6,27.1,31.6,24.8,6.1,36.7,2018-12,2018
2018-03-31,54.023093072078375,43.0,26.0,14.28754266211604,2.0,6.0,56.06187050359712,0.0,27.9,33.6,24.6,5.0,28.4,2018-03,2018
2017-09-10,54.023093072078375,25.0,20.0,21.0,8.0,6.0,56.06187050359712,1.8,27.7,31.3,25.8,4.0,35.6,2017-09,2017
2015-07-03,54.023093072078375,29.0,15.0,14.0,7.0,2.0,56.0,0.0,29.5,32.6,27.6,6.8,29.5,2015-07,2015
2015-07-06,54.023093072078375,30.0,21.0,16.0,5.0,4.4577714691270405,61.0,0.6,29.3,32.1,27.7,7.3,27.0,2015-07,2015
2015-07-07,54.023093072078375,30.0,18.0,15.0,2.0,1.0,62.0,0.8,29.4,32.1,27.9,6.5,28.4,2015-07,2015
2015-07-11,54.023093072078375,27.0,17.0,16.0,7.0,1.0,56.0,7.4,29.4,32.9,25.7,6.1,31.3,2015-07,2015
2015-07-12,54.023093072078375,25.0,18.0,15.0,5.0,1.0,52.0,1.0,29.4,33.2,27.8,7.5,25.2,2015-07,2015
2015-07-13,54.023093072078375,20.0,13.0,13.0,4.0,1.0,51.0,0.4,29.3,31.3,27.8,7.3,28.1,2015-07,2015
2015-06-21,54.023093072078375,19.0,15.0,11.0,2.0,4.0,56.06187050359712,0.0,30.1,33.2,28.3,6.7,27.0,2015-06,2015
2015-06-22,54.023093072078375,23.0,18.0,13.0,2.0,3.0,56.06187050359712,0.0,30.1,33.6,28.2,7.5,28.4,2015-06,2015
2015-06-23,54.023093072078375,27.0,20.0,12.0,2.0,3.0,56.06187050359712,0.0,29.9,32.7,28.2,7.4,27.0,2015-06,2015
2015-06-24,54.023093072078375,29.0,21.0,12.0,2.0,4.0,60.0,0.0,29.8,32.9,28.2,8.0,30.6,2015-06,2015
2015-06-25,54.023093072078375,25.0,21.0,12.0,2.0,4.4577714691270405,57.0,0.0,29.7,32.0,28.1,8.0,26.6,2015-06,2015
2015-06-26,54.023093072078375,21.0,14.0,12.0,2.0,4.4577714691270405,46.0,0.0,29.6,33.0,27.7,8.3,28.4,2015-06,2015
2015-06-28,54.023093072078375,20.0,18.0,14.0,2.0,5.0,56.0,1.0,29.7,33.1,28.0,7.7,31.0,2015-06,2015
2015-06-29,54.023093072078375,23.0,21.0,13.0,3.0,5.0,60.0,0.0,30.0,33.3,27.5,6.5,29.5,2015-06,2015
2015-06-30,54.023093072078375,27.0,10.0,20.0,3.0,5.0,58.0,0.0,29.8,33.3,27.5,7.0,25.2,2015-06,2015
