Date,pm25,pm10,o3,no2,so2,co,psi,Temperature (Avg),Dew Point (Avg),Humidity (Avg),Wind Speed  (Avg),Pressure (Avg),Precipitation(Total)
2018-01-15,33.0,17.0,17.0,21.0,1.0,4.0,56.06187050359712,77.5,71.0,79.4,5.0,29.8,0.0
2018-01-16,41.0,23.0,15.0,19.0,4.546296296296297,4.0,56.06187050359712,79.7,71.8,76.5,5.8,29.8,0.0
2018-01-29,47.0,24.0,15.0,6.0,4.546296296296297,6.0,56.06187050359712,83.1,71.3,69.0,5.3,29.8,0.0
2018-01-30,57.0,28.0,10.0,8.0,4.546296296296297,5.0,56.06187050359712,81.3,73.2,78.9,7.5,29.8,0.0
2018-01-31,58.0,26.0,10.0,7.0,4.546296296296297,6.0,56.06187050359712,82.1,73.7,77.4,6.3,29.8,0.0
2018-02-01,44.0,28.0,5.0,13.0,4.546296296296297,6.0,56.06187050359712,83.8,72.9,71.5,10.0,29.8,0.0
2018-02-02,47.0,28.0,18.0,15.0,1.0,5.0,56.06187050359712,78.5,73.3,85.5,9.2,29.8,0.0
2018-02-03,59.0,41.0,25.0,9.0,1.0,5.0,56.06187050359712,81.3,72.6,76.1,11.7,29.8,0.0
2018-02-16,81.0,34.0,29.0,8.0,5.0,4.4577714691270405,56.06187050359712,81.9,72.5,75.2,6.5,29.8,0.0
2018-02-17,66.0,34.0,30.0,10.0,2.0,5.0,56.06187050359712,82.0,73.1,75.0,7.5,29.8,0.0
2018-02-18,84.0,36.0,14.0,14.0,2.0,3.0,56.06187050359712,82.6,71.8,71.2,8.6,29.8,0.0
2018-02-19,63.0,31.0,16.0,13.0,2.0,4.0,56.06187050359712,82.3,71.5,70.5,10.4,29.8,0.0
2018-02-20,57.0,37.0,16.0,13.0,2.0,4.0,56.06187050359712,82.9,70.7,68.0,10.3,29.8,0.0
2018-02-23,51.0,26.0,8.0,13.0,2.0,5.0,56.06187050359712,82.1,73.0,75.6,7.3,29.8,0.0
2018-02-24,39.0,21.0,13.0,11.0,2.0,3.0,56.06187050359712,79.3,72.6,80.3,6.9,29.8,0.0
2018-02-25,50.0,33.0,12.0,14.0,4.546296296296297,3.0,56.06187050359712,81.7,72.6,75.3,8.9,29.8,0.0
2018-02-26,59.0,38.0,9.0,10.0,1.0,3.0,56.06187050359712,81.8,72.1,73.1,11.3,29.8,0.0
2018-02-27,52.0,24.0,8.0,6.0,1.0,3.0,56.06187050359712,82.1,72.4,73.6,11.2,29.8,0.0
2018-02-28,41.0,21.0,8.0,7.0,1.0,2.0,56.06187050359712,83.3,72.7,72.2,8.7,29.8,0.0
2018-03-01,44.0,19.0,8.0,10.0,1.0,2.0,56.06187050359712,82.6,73.2,74.4,8.1,29.8,0.0
2018-03-06,50.0,20.0,6.0,14.0,1.0,3.0,56.06187050359712,84.5,72.6,69.9,6.3,29.8,0.0
2018-03-07,36.0,19.0,7.0,14.0,1.0,3.0,56.06187050359712,80.2,73.5,81.3,5.1,29.8,0.0
2018-03-08,40.0,22.0,9.0,7.0,1.0,2.0,56.06187050359712,80.5,73.5,80.5,6.2,29.8,0.0
2018-03-12,61.0,29.0,11.0,6.0,4.546296296296297,3.0,56.06187050359712,82.6,72.6,72.8,9.8,29.8,0.0
2018-03-13,53.0,25.0,12.0,10.0,1.0,2.0,56.06187050359712,83.5,72.7,71.2,9.2,29.8,0.0
2018-03-14,53.0,27.0,17.0,11.0,1.0,2.0,56.06187050359712,84.0,71.5,68.1,8.1,29.8,0.0
2018-03-15,54.0,23.0,15.0,9.0,2.0,3.0,56.06187050359712,84.3,72.0,69.0,5.9,29.8,0.0
2018-03-16,46.0,19.0,14.0,7.0,1.0,4.4577714691270405,56.06187050359712,84.1,74.1,73.4,7.9,29.8,0.0
